Paragraph,Strict Score,Agressive Score,Difference
0.10,0.21,0.147,0.063
1.4.1.9,0.003,0.066,0.063
1.1.6.2,0.038,0.10099999999999999,0.063
1.3.14.29,0.236,0.17300000000000001,0.06299999999999997
1.1.1.12,0.154,0.21600000000000003,0.06200000000000003
1.4.1.11,0.056,0.118,0.06199999999999999
1.1.7.8,0.054000000000000006,0.11599999999999999,0.061999999999999986
1.2.5.19,0.043,0.10400000000000001,0.06100000000000001
1.2.4.32,0.042,0.103,0.06099999999999999
1.3.7.2,0.028,0.08800000000000001,0.06000000000000001
1.2.6.8,0.35100000000000003,0.29100000000000004,0.06
1.1.6.1,0.127,0.187,0.06
1.1.1.9,0.031,0.091,0.06
1.1.3.1,0.047,0.107,0.06
1.2.2.6,0.021,0.08099999999999999,0.059999999999999984
1.1.7.3,0.268,0.32799999999999996,0.05999999999999994
1.4.3.5,0.2,0.141,0.059000000000000025
1.4.7.13,0.198,0.13899999999999998,0.059000000000000025
1.3.2.4,0.084,0.14300000000000002,0.05900000000000001
1.2.5.28,0.051,0.11,0.059000000000000004
1.3.12.15,0.001,0.06,0.059
1.2.5.12,0.001,0.06,0.059
1.3.10.10,0.001,0.06,0.059
1.3.10.9,0.001,0.06,0.059
1.3.11.6,0.001,0.06,0.059
1.3.12.16,0.001,0.06,0.059
1.3.12.24,0.001,0.06,0.059
1.3.2.9,0.078,0.13699999999999998,0.05899999999999998
1.2.3.3,0.028999999999999998,0.087,0.057999999999999996
1.4.1.5,0.003,0.061,0.057999999999999996
0.9,0.19399999999999998,0.136,0.05799999999999997
1.3.4.1,0.006999999999999999,0.064,0.057
2.2.5.21,0.18899999999999997,0.132,0.05699999999999997
1.3.1.6,0.107,0.163,0.05600000000000001
1.4.2.6,0.312,0.256,0.055999999999999994
0.7,0.187,0.131,0.055999999999999994
1.4.1.6,0.045,0.10099999999999999,0.055999999999999994
3.3.2.8,0.21600000000000003,0.161,0.05500000000000002
1.3.3.5,0.011,0.066,0.05500000000000001
2.1.2.1,0.358,0.303,0.05499999999999999
1.2.5.29,0.017,0.07100000000000001,0.054000000000000006
1.3.9.3,0.0,0.054000000000000006,0.054000000000000006
1.3.10.2,0.001,0.055,0.054
1.3.11.7,0.001,0.055,0.054
1.2.4.21,0.01,0.064,0.054
3.3.1.14,0.183,0.129,0.05399999999999999
1.3.13.9,0.019,0.07200000000000001,0.053000000000000005
1.2.6.9,0.31,0.257,0.05299999999999999
2.2.1.2,0.17300000000000001,0.121,0.05200000000000002
2.2.1.1,0.17300000000000001,0.121,0.05200000000000002
1.3.15.12,0.014,0.066,0.052000000000000005
1.1.6.3,0.073,0.125,0.052000000000000005
1.4.2.18,0.008,0.06,0.052
1.4.5.31,0.174,0.122,0.05199999999999999
1.3.2.7,0.145,0.196,0.05100000000000002
1.3.3.1,0.011,0.062,0.051000000000000004
1.3.14.10,0.16899999999999998,0.119,0.04999999999999999
2.1.8.8,0.165,0.11599999999999999,0.049000000000000016
1.3.10.5,0.001,0.05,0.049
1.3.10.4,0.001,0.05,0.049
1.3.12.1,0.001,0.05,0.049
1.2.5.22,0.001,0.05,0.049
1.2.5.9,0.018000000000000002,0.067,0.049
1.3.6.11,0.034,0.083,0.049
1.3.14.1n27,0.031,0.08,0.049
1.3.8.3,0.002,0.051,0.048999999999999995
2.1.2.6,0.21,0.16199999999999998,0.048000000000000015
1.4.2.55,0.163,0.115,0.048
Abs6,0.161,0.113,0.048
1.3.8.6,0.003,0.051,0.047999999999999994
1.3.6.2,0.003,0.051,0.047999999999999994
1.4.1.10,0.003,0.051,0.047999999999999994
1.3.13.3,0.005,0.052000000000000005,0.04700000000000001
1.3.13.5,0.015,0.062,0.047
1.1.7.5,0.014,0.061,0.047
1.1.1.6,0.016,0.063,0.047
1.1.7.4,0.014,0.061,0.047
3.3.2.10,0.153,0.107,0.046
1.2.1.4,0.061,0.107,0.046
1.3.11.9,0.001,0.047,0.046
2.1.4.3,0.154,0.10800000000000001,0.045999999999999985
1.4.3.10,0.2,0.155,0.04500000000000001
0.8,0.152,0.107,0.045
2.1.2.4,0.15,0.105,0.045
1.3.3.2,0.011,0.056,0.045
0.7n1,0.152,0.107,0.045
1.1.4.5,0.024,0.06899999999999999,0.04499999999999999
1.1.4.4,0.024,0.06899999999999999,0.04499999999999999
1.3.8.16,0.17300000000000001,0.129,0.04400000000000001
1.3.14.22,0.213,0.16899999999999998,0.04400000000000001
1.3.6.13,0.048,0.092,0.044
2.3.7.1,0.147,0.103,0.044
1.3.2.8,0.05,0.094,0.044
1.2.4.4,0.0,0.044,0.044
1.3.9.4,0.0,0.044,0.044
1.3.13.10,0.026000000000000002,0.06999999999999999,0.04399999999999999
1.4.2.34,0.18100000000000002,0.225,0.043999999999999984
1.2.3.4,0.028,0.07100000000000001,0.04300000000000001
1.2.3.5,0.028,0.07100000000000001,0.04300000000000001
2.1.5.11,0.14200000000000002,0.099,0.04300000000000001
2.1.9.1,0.14300000000000002,0.1,0.04300000000000001
1.3.14.28,0.16899999999999998,0.126,0.04299999999999998
3.3.6.6,0.14,0.098,0.04200000000000001
1.3.16.3,0.006,0.048,0.042
1.3.6.5,0.006,0.048,0.042
1.3.4.2,0.006999999999999999,0.049,0.042
1.3.6.6,0.006,0.048,0.042
1.1.4.1,0.647,0.606,0.041000000000000036
1.3.1.4,0.011,0.052000000000000005,0.04100000000000001
1.3.3.7,0.011,0.052000000000000005,0.04100000000000001
2.3.3.5,0.13699999999999998,0.096,0.04099999999999998
Abs29,0.13699999999999998,0.096,0.04099999999999998
2.1.1.4,0.37200000000000005,0.332,0.040000000000000036
1.4.2.47,0.166,0.126,0.04000000000000001
1.4.5.11,0.031,0.07100000000000001,0.04000000000000001
1.3.2.3,0.031,0.07100000000000001,0.04000000000000001
1.4.2.35,0.09699999999999999,0.13699999999999998,0.039999999999999994
2.1.11.6,0.153,0.113,0.039999999999999994
2.1.11.6n58,0.153,0.113,0.039999999999999994
1.3.14.9,0.03,0.06999999999999999,0.039999999999999994
1.2.5.20,0.379,0.339,0.03999999999999998
2.3.3.7,0.13,0.091,0.03900000000000001
1.3.14.15,0.198,0.159,0.03900000000000001
2.1.11.2,0.195,0.156,0.03900000000000001
2.1.6.7,0.163,0.124,0.03900000000000001
1.3.9.19n22,0.0,0.039,0.039
1.3.12.3,0.001,0.04,0.039
1.3.7.3,0.0,0.039,0.039
1.3.12.4,0.001,0.04,0.039
1.3.5.6,0.0,0.039,0.039
1.3.5.7,0.0,0.039,0.039
1.3.8.9,0.002,0.040999999999999995,0.03899999999999999
1.1.5.6,0.052000000000000005,0.091,0.03899999999999999
1.3.14.16,0.13,0.092,0.038000000000000006
1.3.14.23,0.128,0.09,0.038000000000000006
1.2.3.6,0.07100000000000001,0.109,0.03799999999999999
1.4.5.6,0.22300000000000006,0.18600000000000003,0.03700000000000003
1.3.9.6,0.0,0.037000000000000005,0.037000000000000005
1.2.5.10,0.001,0.038,0.037
1.3.11.11,0.001,0.038,0.037
1.3.12.11,0.001,0.038,0.037
1.3.11.10,0.001,0.038,0.037
1.2.5.11,0.001,0.038,0.037
1.4.3.6,0.151,0.114,0.03699999999999999
1.4.2.30,0.125,0.08800000000000001,0.03699999999999999
1.4.5.19,0.248,0.21100000000000002,0.03699999999999998
1.3.14.11,0.171,0.135,0.036000000000000004
App.16,0.16999999999999998,0.134,0.035999999999999976
2.1.6.9,0.151,0.11599999999999999,0.035
1.2.4.2,0.001,0.036000000000000004,0.035
2.1.5.6,0.217,0.182,0.035
1.1.7.12,0.055,0.09,0.034999999999999996
1.3.16.1,0.006,0.040999999999999995,0.034999999999999996
1.3.16.2,0.006,0.040999999999999995,0.034999999999999996
1.3.6.7,0.062,0.09699999999999999,0.03499999999999999
2.1.7.4,0.11599999999999999,0.08199999999999999,0.034
1.3.12.8,0.001,0.035,0.034
1.2.4.10,0.0,0.034,0.034
1.4.2.2,0.05,0.084,0.034
1.2.2.9,0.01,0.044,0.033999999999999996
1.2.4.23,0.01,0.044,0.033999999999999996
1.2.4.22,0.01,0.044,0.033999999999999996
1.2.2.7,0.01,0.044,0.033999999999999996
1.2.2.8,0.01,0.044,0.033999999999999996
3.3.2.9,0.11100000000000003,0.078,0.03300000000000003
1.2.3.11,0.17800000000000002,0.145,0.03300000000000003
1.2.6.2,0.039,0.07200000000000001,0.03300000000000001
1.2.6.1,0.039,0.07200000000000001,0.03300000000000001
1.2.6.3,0.039,0.07200000000000001,0.03300000000000001
1.2.1.5,0.038,0.07100000000000001,0.03300000000000001
1.3.14.4,0.158,0.125,0.033
1.3.4.3,0.019,0.052000000000000005,0.033
1.3.5.1,0.019,0.052000000000000005,0.033
1.3.14.7,0.086,0.119,0.033
1.1.7.15,0.054000000000000006,0.087,0.03299999999999999
1.4.2.44,0.056,0.08800000000000001,0.03200000000000001
2.1.3.2,0.131,0.099,0.032
2.3.1.2,0.106,0.07400000000000001,0.03199999999999999
2.1.1.2,0.168,0.13699999999999998,0.031000000000000028
2.1.5.3,0.236,0.205,0.031
1.1.4.2,0.161,0.192,0.031
2.2.1.9,0.152,0.121,0.031
1.4.2.1,0.16899999999999998,0.13799999999999998,0.031
1.4.2.50,0.028,0.059,0.030999999999999996
2.1.6.8,0.13699999999999998,0.106,0.030999999999999986
2.1.10.4,0.105,0.07400000000000001,0.030999999999999986
1.3.10.11,0.1,0.06999999999999999,0.030000000000000013
1.4.4.1,0.09699999999999999,0.127,0.030000000000000013
1.2.1.2,0.113,0.14300000000000002,0.030000000000000013
1.3.9.5,0.0,0.03,0.03
1.2.1.1,0.048,0.078,0.03
3.3.1.3,0.121,0.091,0.03
1.3.13.12,0.073,0.103,0.03
1.3.7.8,0.0,0.03,0.03
2.1.8.9,0.102,0.07200000000000001,0.029999999999999985
1.3.14.33,0.098,0.06899999999999999,0.029000000000000012
1.3.14.34,0.098,0.06899999999999999,0.029000000000000012
1.4.7.10,0.06899999999999999,0.098,0.029000000000000012
2.1.7.1,0.098,0.06899999999999999,0.029000000000000012
1.3.2.5,0.021,0.05,0.029
1.3.2.6n16,0.021,0.05,0.029
1.3.12.25,0.001,0.03,0.028999999999999998
1.3.9.19,0.0,0.028999999999999998,0.028999999999999998
1.3.8.1,0.002,0.031,0.028999999999999998
1.3.8.7,0.002,0.031,0.028999999999999998
App.12,0.149,0.12,0.028999999999999998
App.13,0.149,0.12,0.028999999999999998
1.2.4.7,0.0,0.028999999999999998,0.028999999999999998
1.2.5.15,0.001,0.03,0.028999999999999998
1.2.4.3,0.0,0.028999999999999998,0.028999999999999998
2.1.4.5,0.0,0.028999999999999998,0.028999999999999998
1.3.12.23,0.001,0.03,0.028999999999999998
1.3.9.18,0.0,0.028999999999999998,0.028999999999999998
3.1.1.1,0.096,0.067,0.028999999999999998
1.3.13.7,0.028999999999999998,0.057,0.028000000000000004
2.2.2.20,0.004,0.032,0.028
1.1.5.4,0.005,0.033,0.028
1.1.5.2,0.005,0.033,0.028
1.3.13.1,0.005,0.033,0.028
1.1.5.5,0.005,0.033,0.028
1.1.5.3,0.005,0.033,0.028
1.4.7.4,0.17600000000000002,0.14800000000000002,0.027999999999999997
1.3.14.25,0.119,0.091,0.027999999999999997
2.3.3.4,0.095,0.067,0.027999999999999997
1.4.7.8,0.16,0.132,0.027999999999999997
1.3.14.25n32,0.119,0.091,0.027999999999999997
2.3.3.6,0.095,0.067,0.027999999999999997
1.3.16.9,0.006,0.033,0.027000000000000003
1.2.4.14,0.0,0.027000000000000003,0.027000000000000003
1.3.1.5,0.006,0.033,0.027000000000000003
1.3.2.6,0.028,0.055,0.027
2.1.8.1,0.158,0.131,0.026999999999999996
2.3.2.2,0.091,0.064,0.026999999999999996
3.3.5.1,0.091,0.064,0.026999999999999996
1.4.2.54,0.091,0.064,0.026999999999999996
1.4.2.32n38,0.08900000000000001,0.063,0.02600000000000001
1.3.3.4n17,0.011,0.037000000000000005,0.026000000000000006
1.3.3.5n18,0.011,0.037000000000000005,0.026000000000000006
1.3.3.4,0.011,0.037000000000000005,0.026000000000000006
1.3.3.6,0.011,0.037000000000000005,0.026000000000000006
1.3.3.6n19,0.011,0.037000000000000005,0.026000000000000006
1.4.4.3,0.013000000000000001,0.039,0.026
1.4.4.2,0.013000000000000001,0.039,0.026
3.2.2.22,0.086,0.06,0.025999999999999995
1.4.2.25,0.044,0.06999999999999999,0.025999999999999995
1.1.7.7n5,0.086,0.06,0.025999999999999995
3.1.2.5,0.12,0.094,0.025999999999999995
1.3.2.1,0.043,0.06899999999999999,0.025999999999999995
1.4.6.8,0.613,0.5870000000000001,0.025999999999999912
2.1.7.2,0.084,0.059,0.02500000000000001
1.2.6.4,0.08099999999999999,0.106,0.02500000000000001
1.4.2.2n34,0.015,0.04,0.025
1.3.7.5n20,0.014,0.039,0.025
1.4.6.9,0.379,0.35400000000000004,0.024999999999999967
1.4.5.34,0.083,0.059,0.024000000000000007
2.3.2.7,0.08,0.056,0.024
3.2.2.24,0.079,0.055,0.024
1.4.5.27,0.08,0.056,0.024
1.2.4.26,0.01,0.034,0.024
2.2.2.19,0.018000000000000002,0.042,0.024
1.4.5.12,0.017,0.040999999999999995,0.023999999999999994
1.2.5.25,0.035,0.059,0.023999999999999994
2.2.2.17,0.227,0.204,0.02300000000000002
App.14,0.128,0.105,0.023000000000000007
App.15,0.128,0.105,0.023000000000000007
1.3.13.8,0.019,0.042,0.023000000000000003
1.4.2.29n37,0.023,0.046,0.023
1.1.7.13,0.024,0.047,0.023
1.1.7.14,0.024,0.047,0.023
1.2.2.5,0.021,0.044,0.022999999999999996
1.3.6.9,0.02,0.043,0.022999999999999996
0.5,0.077,0.054000000000000006,0.022999999999999993
1.2.5.26n12,0.075,0.052000000000000005,0.022999999999999993
2.1.10.2,0.077,0.054000000000000006,0.022999999999999993
Abs7,0.077,0.054000000000000006,0.022999999999999993
3.3.1.16,0.07400000000000001,0.052000000000000005,0.022000000000000006
3.3.3.9,0.07400000000000001,0.052000000000000005,0.022000000000000006
1.4.2.49,0.026000000000000002,0.048,0.022
1.1.5.7,0.009000000000000001,0.031,0.022
1.1.5.9,0.009000000000000001,0.031,0.022
1.1.5.10,0.009000000000000001,0.031,0.022
1.1.5.8,0.009000000000000001,0.031,0.022
3.3.2.1,0.073,0.051,0.022
1.3.12.13,0.001,0.023,0.022
2.1.3.5,0.0,0.022,0.022
1.2.5.14,0.001,0.023,0.022
1.2.5.13,0.001,0.023,0.022
1.3.12.12,0.001,0.023,0.022
1.3.12.14,0.001,0.023,0.022
2.1.4.1,0.0,0.022,0.022
2.1.3.7,0.0,0.022,0.022
2.1.3.6,0.0,0.022,0.022
1.4.3.11,0.075,0.09699999999999999,0.021999999999999992
1.4.7.5,0.146,0.124,0.021999999999999992
1.4.7.9,0.13899999999999998,0.11699999999999999,0.021999999999999992
3.2.2.4,0.07200000000000001,0.051,0.02100000000000001
3.2.2.11,0.07200000000000001,0.051,0.02100000000000001
3.2.2.5,0.07200000000000001,0.051,0.02100000000000001
2.1.12.2,0.07200000000000001,0.051,0.02100000000000001
1.3.9.16,0.014,0.035,0.021000000000000005
1.3.7.1,0.028,0.049,0.021
2.3.2.4,0.06999999999999999,0.049,0.02099999999999999
1.4.5.10,0.052000000000000005,0.073,0.02099999999999999
1.4.2.53,0.06999999999999999,0.049,0.02099999999999999
2.3.2.6,0.06999999999999999,0.049,0.02099999999999999
1.4.3.3,0.16899999999999998,0.14800000000000002,0.020999999999999963
1.3.1.7,0.261,0.281,0.020000000000000018
3.2.1.2,0.066,0.046,0.020000000000000004
1.4.2.52,0.099,0.079,0.020000000000000004
1.2.6.5,0.083,0.063,0.020000000000000004
1.3.14.2,0.032,0.052000000000000005,0.020000000000000004
1.3.14.3,0.032,0.052000000000000005,0.020000000000000004
2.1.10.12,0.065,0.045,0.020000000000000004
1.2.4.11,0.0,0.02,0.02
1.2.4.21n11,0.0,0.02,0.02
1.2.4.12n10,0.0,0.02,0.02
1.2.4.25,0.0,0.02,0.02
1.2.4.20,0.0,0.02,0.02
1.2.5.24,0.001,0.021,0.02
1.2.4.13,0.0,0.02,0.02
1.2.4.12,0.0,0.02,0.02
1.4.5.11n43,0.031,0.051,0.019999999999999997
1.3.15.10,0.018000000000000002,0.038,0.019999999999999997
1.4.5.26,0.06899999999999999,0.049,0.01999999999999999
1.4.7.7,0.092,0.07200000000000001,0.01999999999999999
1.4.6.14,0.23199999999999998,0.251,0.019000000000000017
2.1.6.4,0.08800000000000001,0.06899999999999999,0.019000000000000017
2.1.3.3,0.08900000000000001,0.06999999999999999,0.019000000000000017
App.1,0.115,0.096,0.019000000000000003
2.3.1.1,0.064,0.045,0.019000000000000003
2.2.5.19,0.063,0.044,0.019000000000000003
1.4.2.43,0.103,0.122,0.019000000000000003
3.3.1.26,0.064,0.045,0.019000000000000003
2.2.5.20,0.063,0.044,0.019000000000000003
2.3.1.4,0.134,0.115,0.019000000000000003
1.4.2.21,0.08199999999999999,0.10099999999999999,0.019000000000000003
1.3.8.5,0.002,0.021,0.019000000000000003
2.1.7.7,0.066,0.047,0.019000000000000003
1.3.12.21,0.001,0.02,0.019
1.3.12.22,0.001,0.02,0.019
1.3.12.18,0.001,0.02,0.019
1.3.12.7,0.001,0.02,0.019
2.2.4.2,0.022,0.040999999999999995,0.018999999999999996
1.4.5.20,0.22,0.201,0.01899999999999999
1.4.3.2,0.16199999999999998,0.14300000000000002,0.01899999999999996
1.4.5.23,0.11100000000000003,0.09300000000000001,0.018000000000000016
1.4.2.28,0.038,0.056,0.018000000000000002
1.3.6.10,0.006,0.024,0.018000000000000002
1.4.2.27,0.038,0.056,0.018000000000000002
1.4.2.26,0.038,0.056,0.018000000000000002
2.1.11.3,0.125,0.107,0.018000000000000002
1.3.2.13,0.038,0.056,0.018000000000000002
1.2.5.5,0.032,0.05,0.018000000000000002
2.1.10.10,0.057999999999999996,0.04,0.017999999999999995
2.2.2.13,0.06,0.042,0.017999999999999995
1.3.14.35,0.08800000000000001,0.106,0.017999999999999988
1.4.2.46,0.193,0.17500000000000002,0.017999999999999988
1.3.14.36,0.08800000000000001,0.106,0.017999999999999988
1.4.5.7,0.18100000000000002,0.16399999999999998,0.017000000000000043
2.1.1.1,0.056,0.039,0.017
2.2.9.11,0.0,0.017,0.017
2.1.7.6,0.057,0.04,0.017
2.2.4.7,0.059,0.042,0.016999999999999994
Abs27,0.091,0.07400000000000001,0.016999999999999987
1.3.13.13,0.07400000000000001,0.091,0.016999999999999987
2.3.1.3,0.106,0.08900000000000001,0.016999999999999987
Abs26,0.091,0.07400000000000001,0.016999999999999987
1.4.5.21,0.136,0.12,0.016000000000000014
2.1.11.8,0.153,0.13699999999999998,0.016000000000000014
1.4.2.45,0.209,0.225,0.016000000000000014
3.1.1.9,0.054000000000000006,0.038,0.016000000000000007
3.1.1.2,0.054000000000000006,0.038,0.016000000000000007
1.4.2.55n41,0.054000000000000006,0.038,0.016000000000000007
1.3.14.18,0.022,0.038,0.016
1.4.4.9,0.023,0.039,0.016
2.1.11.1,0.055,0.039,0.016
1.4.4.15,0.055,0.039,0.016
1.2.6.9n14,0.079,0.095,0.016
1.3.14.19,0.022,0.038,0.016
2.2.2.5,0.004,0.02,0.016
1.4.4.4,0.013000000000000001,0.028999999999999998,0.015999999999999997
1.4.4.5,0.013000000000000001,0.028999999999999998,0.015999999999999997
3.3.1.17,0.053,0.037000000000000005,0.015999999999999993
1.4.5.18,0.146,0.16199999999999998,0.015999999999999986
1.4.2.3,0.073,0.08800000000000001,0.015000000000000013
2.2.3.4,0.05,0.035,0.015
1.4.5.25,0.049,0.034,0.015
3.2.8.8,0.0,0.015,0.015
3.2.9.4,0.0,0.015,0.015
2.1.11.9,0.048,0.063,0.015
3.2.8.7,0.0,0.015,0.015
3.1.1.25,0.05,0.035,0.015
1.4.5.12n44,0.017,0.032,0.015
1.4.5.24,0.049,0.034,0.015
1.4.5.2,0.11699999999999999,0.102,0.015
1.4.4.6,0.065,0.08,0.015
1.3.14.8,0.114,0.129,0.015
1.2.4.5,0.0,0.015,0.015
1.2.4.6,0.0,0.015,0.015
1.3.9.17,0.0,0.015,0.015
1.2.5.3,0.015,0.03,0.015
1.3.9.12,0.0,0.015,0.015
1.2.4.8,0.0,0.015,0.015
1.2.4.9,0.0,0.015,0.015
1.3.15.11,0.014,0.028999999999999998,0.014999999999999998
2.1.6.5,0.051,0.036000000000000004,0.014999999999999993
2.1.6.6,0.051,0.036000000000000004,0.014999999999999993
