,Literature,1398236,project_muse_439818,31448-231447-1-PB,20708617,project_muse_388443,ipq_2004_0044_0002_0276_0278&pdfname=ipq_2004_0044_0002_0134_0136,2653404-2,acpq_1990_0064_0002_0233_0247,project_muse_388509,out,Prolegomena_11_2_2012_Article_Lybaert,acprof-9780199229505-chapter-6,Schwerin2012_Article_HumeOnTheSelf,humes_theory_of_the_self_and_its_identity,penelhum-themes-book,project_muse_389389,20131803,1173639,40232176,SIRTCO.1,project_muse_403836,Levin2007_Article_BundlingHumeWithKripkenstein,2182635,project_muse_439820,20532746,rocknack-imagined-causes-ch-10,project_muse_382681,acpq_1995_0069_0003_0485_0501&pdfname=acpq_1995_0069_0003_0091_0107,1399612,project_muse_596651,2184977,project_muse_383238,thiel-early-modern-self-13-14,20126883,pq21-0324,Gilead2008_Article_AHumeanArgumentForPersonalIden,26303717,project_muse_382731,project_muse_385510,WINKLER-2010-Philosophical_Books,ROCHAT-4v1,fshow,ContentServer.asp-8,project_muse_382726,9780470776377.ch8,ContentServer.asp-5,strawson-evident-connexion,27745095,41441496,ContentServer.asp-4,project_muse_382933,pq9-0097,project_muse_383344,ContentServer.asp-6,27744766,Projection and Realism in Hume s Philosophy,Flage_et_al-1984-The_Southern_Journal_of_Philosophy,Projection and Realism in Hume's Philosophy coventry review,27902511,project_muse_365207,ContentServer.asp-7,project_muse_383386,Kail-2008-European_Journal_of_Philosophy,ContentServer.asp-3,fzt013,24439665,23598030,project_muse_390704,ContentServer.asp-2,project_muse_389490,3327575,MURRAY-1993-Ethos,43155096,2106947,project_muse_389493,humes_theory_of_the_self_revisited,1173636,pq30-0061,1173637,1173780,SCHIHA-3.2,project_muse_383319,07.0_pp_177_208_Hume_and_the_Problem_of_Personal_Identity,project_muse_228761,2660181,project_muse_389409,project_muse_511194,20009239,533Cottrell,project_muse_399569,project_muse_227867,project_muse_388510,project_muse_388506,project_muse_553401,2239-Article Text-2582-1-10-20140925,project_muse_383297,project_muse_388507,project_muse_391081
0.7n1,0.06920277826723506,0,0,0.6355555178930059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.500437576575902,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.3157721608926196,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.2995775101171604,0.0,0,0.0,0.0
1.1.1.1,0.38268659121241216,0,0,4.237036785953373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.93112317805087,0.0,0.0,0.0,0,0.9616956617908692,0.0,0,0.0,0.8008778853743505,0.0,0.0,0.0,0.0,0.0,0.0,1.6897372120687797,0.2392756647077969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7080485317176397,0.0,0.0,0.07656211410224749,0.0,0.0,0.3991816775609998,0.0,0.0,0.0,5.001500450135038,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2.6315443217852392,0.0,0.0,0.0,0,12.502885281218749,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11004087232400606,0,0.0,0.0,0.0,0.0,0,0.0,0,0.320521039001,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
1.1.1.2,0.11162169504235127,0,0,0.8474073571906746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.786224635610174,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.15979053962997858,0.0,0.0,0.0,0.0,0.0,0.0,0.337947442413756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07656211410224749,0.0,0.0,0.3991816775609998,0.0,0.0,2.500437576575902,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9617604062475958,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11004087232400606,0,0.0,0.0,0.0,0.0,0,0.0,0,0.320521039001,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
1.1.1.3,0.048508761262632906,0,0,0.8474073571906746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.786224635610174,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.3734863215447693,0.0,0.0,0.0,0.0,0.0,0.0,0.337947442413756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17905655717461108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1.0407225677407264,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9617604062475958,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11004087232400606,0,0.0,0.0,0.0,0.0,0,0.0,0,0.08319301634514845,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
1.1.1.4,0.014718715046631237,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.2136957819147906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1024944430723636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1.0407225677407264,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11004087232400606,0,0.0,0.0,0.0,0.0,0,0.0,0,0.04757956756725956,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
1.1.1.5,0.031403743517131495,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.358673906830521,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.3330573898311601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17905655717461108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1.0407225677407264,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11004087232400606,0,0.0,0.0,0.0,0.0,0,0.0,0,0.08319301634514845,0.0,0.0,0.0,0.0,0.08559357431918868,0.0,0,0.0,0.0
1.1.1.6,0.018154990933004284,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.358673906830521,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.11936160791636953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07656211410224749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11004087232400606,0,0.0,0.0,0.0,0.0,0,0.0,0,0.035613448777888884,0.0,0.0,0.0,0.0,0.08559357431918868,0.0,0,0.0,0.0
1.1.1.7,0.11360709888781124,0,0,1.6948147143813492,0.0,0.0,0.0,0.0,0.0,0.0,0.5151134279768373,0.0,0.0,0.0,0.0,0.0,5.358673906830521,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.11936160791636953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07656211410224749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.451965894576958,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11004087232400606,0,0.0,1.0297282547135822,0.0,0.0,0,0.0,0,0.035613448777888884,0.0,0.0,0.0,0.0,0.08559357431918868,0.0,0,0.0,0.0
1.1.1.8,0.1915532902437066,0,0,0.0,0.0,0.9517276858441224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.117176336096023,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.11936160791636953,0.0,0.0,0.9253598621686212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5074416315263338,0.0,0.0,0.17905655717461108,0.0,0.0,0.8981587745122496,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11004087232400606,0,0.0,0.0,0.0,0.0,0,3.0358116706053435,0,0.6530081967913706,0.0,0.0,0.0,0.0,0.08559357431918868,0.0,0,0.0,0.0
1.1.1.9,0.03169009984099592,0,0,0.0,0.0,0.9517276858441224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.758502429265504,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.9253598621686212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1024944430723636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11004087232400606,0,0.0,0.0,0.0,0.0,0,3.0358116706053435,0,0.04757956756725956,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
1.1.1.10,0.0698709430229187,0,0,0.0,0.0,0.9517276858441224,0.0,0.0,0.0,0.0,0.5151134279768373,0.0,0.0,0.0,0.0,0.0,4.758502429265504,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.9253598621686212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1024944430723636,0.0,0.0,0.09979541939024997,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11004087232400606,0,0.0,0.0,0.0,0.0,0,5.308125795309944,0,0.11880646512303733,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
1.1.1.11,0.2623787543461734,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8131734092295182,0.0,0.0,0.0,0.0,0.0,0.0,0.7575241082047413,0,0.3202446553763595,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7538315689682429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.34582708645677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.6122199093914533,0.0,0.0,0.0,3.451965894576958,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39734758624632,0,0.0,0.0,0.0,0.0,0,3.790219960007272,0,1.2584368260154817,0.0,0.0,0.0,0.0,0.3423742972767547,0.0,0,0.0,0.0
1.1.1.12,0.08101974923204015,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5151134279768373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3202446553763595,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7538315689682429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.34582708645677,0.0,0.0,0.0,0.0,0.0,0.0,3.4413930759171363,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11004087232400606,0,0.0,0.0,0.0,0.0,0,1.5179058353026718,0,0.04757956756725956,0.0,0.0,0.0,0.0,0.3423742972767547,0.0,0,0.0,0.0
1.1.1.1n2,0.035260008678505685,0,0,0.8474073571906746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.786224635610174,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.15979053962997858,0.0,0.0,0.0,0.0,0.0,0.0,0.337947442413756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07656211410224749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9617604062475958,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11004087232400606,0,0.0,0.0,0.0,0.0,0,0.0,0,0.035613448777888884,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
1.1.2.1,0.24023386530065816,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5151134279768373,0.0,0.0,0.0,0.0,4.2755750648462065,0.0,0.0,0.0,0.12650652607019178,0,0.3202446553763595,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7538315689682429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.83958020989505,0.0,0.0,0.0,0.0,0.1995908387804999,0.9005033813901966,0.0,2.500437576575902,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.1685628546588247,0.0,0.0,0.0,0,0.0,1.0297282547135822,0.0,0.0,0,1.5179058353026718,0,0.11880646512303733,0.0,0.0,0.0,0.0,0.5135614459151321,0.0,0,0.0,0.0
1.1.3.1,0.06284566787744493,0,0,0.0,0.0,0.0,0.0,0.7153280494434747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12650652607019178,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.493753123438276,0.0,0.0,0.0,0.0,0.024948854847562492,0.9005033813901966,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.3906616245272996,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.2337125709317649,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2.2723141247045993,0,0.10684034633366668,0.0,0.0,0.0,0.0,0.17118714863837736,0.0,0,0.0,0.0
1.1.3.2,0.016704118892091217,0,0,0.0,0.0,0.0,0.0,0.7153280494434747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024948854847562492,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.3906616245272996,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2.2723141247045993,0,0.035613448777888884,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
1.1.3.3,0.016704118892091217,0,0,0.0,0.0,0.0,0.0,0.7153280494434747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024948854847562492,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.3906616245272996,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2.2723141247045993,0,0.035613448777888884,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
1.1.3.4,0.2513635810881887,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2575567139884187,0.0,0.4065867046147591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.9999999999999979,0.0,0.0,0.0,0.2306452509309176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.006003602161293,0.0,0.0,0.0,0.0,0.0,24.98750624687656,0.0,0.0,0.0,0.0,0.3991816775609998,0.0,0.0,8.751531518015657,0.0,0.0,0.0,0,0.0,0,0.0,1.5626464981091983,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,9.374999999999998,3.574492422076065,0.0,0.0,0.0,0.0,0.7745734129819647,0,0.0,0.5581127140547616,0.0,0.0,0,0.0,0,0.4985882828904444,25.012506253126563,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
