Location,Score,Author,Title,Year
1.1.7,1.0,"Garrett, Don",Once More Into the Labyrinth Kail\textquoterights Realist Explanation of Hume\textquoterights Second Thoughts About Personal Identity,2010
1.3.14,5.0,"Garrett, Don",Once More Into the Labyrinth Kail\textquoterights Realist Explanation of Hume\textquoterights Second Thoughts About Personal Identity,2010
1.4.5,4.008,"Garrett, Don",Once More Into the Labyrinth Kail\textquoterights Realist Explanation of Hume\textquoterights Second Thoughts About Personal Identity,2010
1.4.6,6.008,"Garrett, Don",Once More Into the Labyrinth Kail\textquoterights Realist Explanation of Hume\textquoterights Second Thoughts About Personal Identity,2010
2.3.1,1.594,"Garrett, Don",Once More Into the Labyrinth Kail\textquoterights Realist Explanation of Hume\textquoterights Second Thoughts About Personal Identity,2010
2.3.10,0.396,"Garrett, Don",Once More Into the Labyrinth Kail\textquoterights Realist Explanation of Hume\textquoterights Second Thoughts About Personal Identity,2010
App.,6.0,"Garrett, Don",Once More Into the Labyrinth Kail\textquoterights Realist Explanation of Hume\textquoterights Second Thoughts About Personal Identity,2010
1.4.2,1.0,"Ware, Owen  Ainslie, Donald C.",Consciousness and Personal Identity,2014
1.4.6,9.0,"Ware, Owen  Ainslie, Donald C.",Consciousness and Personal Identity,2014
2.1.2,1.002,"Ware, Owen  Ainslie, Donald C.",Consciousness and Personal Identity,2014
2.1.4,1.0,"Ware, Owen  Ainslie, Donald C.",Consciousness and Personal Identity,2014
2.1.5,2.001,"Ware, Owen  Ainslie, Donald C.",Consciousness and Personal Identity,2014
2.1.6,3.001,"Ware, Owen  Ainslie, Donald C.",Consciousness and Personal Identity,2014
2.1.7,1.0,"Ware, Owen  Ainslie, Donald C.",Consciousness and Personal Identity,2014
2.1.8,1.0,"Ware, Owen  Ainslie, Donald C.",Consciousness and Personal Identity,2014
2.1.11,2.001,"Ware, Owen  Ainslie, Donald C.",Consciousness and Personal Identity,2014
1.2.3,1.007,"Loeb, Louis E.","Causation, Extrinsic Relations, and Humes Second Thoughts About Personal Identity",1992
1.2.5,0.99,"Loeb, Louis E.","Causation, Extrinsic Relations, and Humes Second Thoughts About Personal Identity",1992
1.3.14,8.056,"Loeb, Louis E.","Causation, Extrinsic Relations, and Humes Second Thoughts About Personal Identity",1992
1.3.16,0.999,"Loeb, Louis E.","Causation, Extrinsic Relations, and Humes Second Thoughts About Personal Identity",1992
1.4.2,0.975,"Loeb, Louis E.","Causation, Extrinsic Relations, and Humes Second Thoughts About Personal Identity",1992
1.4.5,1.008,"Loeb, Louis E.","Causation, Extrinsic Relations, and Humes Second Thoughts About Personal Identity",1992
1.4.6,9.064,"Loeb, Louis E.","Causation, Extrinsic Relations, and Humes Second Thoughts About Personal Identity",1992
1.1.1,1.0,"Winkler, Kenneth P.",All Is Revolution in Us Personal Identity in Shaftesbury and Hume,2000
1.1.4,0.999,"Winkler, Kenneth P.",All Is Revolution in Us Personal Identity in Shaftesbury and Hume,2000
1.3.14,2.0,"Winkler, Kenneth P.",All Is Revolution in Us Personal Identity in Shaftesbury and Hume,2000
1.4.2,3.999,"Winkler, Kenneth P.",All Is Revolution in Us Personal Identity in Shaftesbury and Hume,2000
1.4.5,3.999,"Winkler, Kenneth P.",All Is Revolution in Us Personal Identity in Shaftesbury and Hume,2000
1.4.6,22.651,"Winkler, Kenneth P.",All Is Revolution in Us Personal Identity in Shaftesbury and Hume,2000
1.4.7,5.333,"Winkler, Kenneth P.",All Is Revolution in Us Personal Identity in Shaftesbury and Hume,2000
3.3.6,0.999,"Winkler, Kenneth P.",All Is Revolution in Us Personal Identity in Shaftesbury and Hume,2000
App.,6.998,"Winkler, Kenneth P.",All Is Revolution in Us Personal Identity in Shaftesbury and Hume,2000
1.1.1,2.0,"Pitson, Tony",Skeptical Realism and Hume on the Self,2013
1.1.2,1.0,"Pitson, Tony",Skeptical Realism and Hume on the Self,2013
1.1.4,2.0,"Pitson, Tony",Skeptical Realism and Hume on the Self,2013
1.1.7,1.0,"Pitson, Tony",Skeptical Realism and Hume on the Self,2013
1.2.2,1.0,"Pitson, Tony",Skeptical Realism and Hume on the Self,2013
1.2.3,1.007,"Pitson, Tony",Skeptical Realism and Hume on the Self,2013
1.2.5,4.0,"Pitson, Tony",Skeptical Realism and Hume on the Self,2013
1.2.6,2.0,"Pitson, Tony",Skeptical Realism and Hume on the Self,2013
1.3.2,1.003,"Pitson, Tony",Skeptical Realism and Hume on the Self,2013
1.3.14,5.999,"Pitson, Tony",Skeptical Realism and Hume on the Self,2013
1.4.1,1.0,"Pitson, Tony",Skeptical Realism and Hume on the Self,2013
1.4.2,15.924,"Pitson, Tony",Skeptical Realism and Hume on the Self,2013
1.4.3,3.0,"Pitson, Tony",Skeptical Realism and Hume on the Self,2013
1.4.4,0.992,"Pitson, Tony",Skeptical Realism and Hume on the Self,2013
1.4.5,17.016,"Pitson, Tony",Skeptical Realism and Hume on the Self,2013
1.4.6,46.15,"Pitson, Tony",Skeptical Realism and Hume on the Self,2013
1.4.7,3.0,"Pitson, Tony",Skeptical Realism and Hume on the Self,2013
2.1.1,1.0,"Pitson, Tony",Skeptical Realism and Hume on the Self,2013
2.1.2,2.0,"Pitson, Tony",Skeptical Realism and Hume on the Self,2013
2.1.7,2.0,"Pitson, Tony",Skeptical Realism and Hume on the Self,2013
2.1.8,1.0,"Pitson, Tony",Skeptical Realism and Hume on the Self,2013
2.1.10,1.0,"Pitson, Tony",Skeptical Realism and Hume on the Self,2013
2.2.5,1.0,"Pitson, Tony",Skeptical Realism and Hume on the Self,2013
2.2.6,2.0,"Pitson, Tony",Skeptical Realism and Hume on the Self,2013
2.3.1,2.0,"Pitson, Tony",Skeptical Realism and Hume on the Self,2013
2.3.2,1.0,"Pitson, Tony",Skeptical Realism and Hume on the Self,2013
3.1.1,4.0,"Pitson, Tony",Skeptical Realism and Hume on the Self,2013
App.,13.0,"Pitson, Tony",Skeptical Realism and Hume on the Self,2013
Abs,7.0,"Pitson, Tony",Skeptical Realism and Hume on the Self,2013
1.1.1,2.0,"Pereira, Francisco",Hume y la Ficcíon de Identidad Personal,2014
1.2.5,2.0,"Pereira, Francisco",Hume y la Ficcíon de Identidad Personal,2014
1.2.6,5.0,"Pereira, Francisco",Hume y la Ficcíon de Identidad Personal,2014
1.3.2,1.0,"Pereira, Francisco",Hume y la Ficcíon de Identidad Personal,2014
1.3.7,1.0,"Pereira, Francisco",Hume y la Ficcíon de Identidad Personal,2014
1.3.14,1.0,"Pereira, Francisco",Hume y la Ficcíon de Identidad Personal,2014
1.4.2,6.0,"Pereira, Francisco",Hume y la Ficcíon de Identidad Personal,2014
1.4.5,2.008,"Pereira, Francisco",Hume y la Ficcíon de Identidad Personal,2014
1.4.6,19.016,"Pereira, Francisco",Hume y la Ficcíon de Identidad Personal,2014
2.1.11,1.0,"Pereira, Francisco",Hume y la Ficcíon de Identidad Personal,2014
2.1.12,1.998,"Pereira, Francisco",Hume y la Ficcíon de Identidad Personal,2014
App.,3.0,"Pereira, Francisco",Hume y la Ficcíon de Identidad Personal,2014
1.1.1,7.0,"Cottrell, Jonathan","Minds, Composition, and Humes Skepticism in the Appendix",2015
1.1.4,9.0,"Cottrell, Jonathan","Minds, Composition, and Humes Skepticism in the Appendix",2015
1.1.6,2.0,"Cottrell, Jonathan","Minds, Composition, and Humes Skepticism in the Appendix",2015
1.1.7,2.0,"Cottrell, Jonathan","Minds, Composition, and Humes Skepticism in the Appendix",2015
1.2.1,2.0,"Cottrell, Jonathan","Minds, Composition, and Humes Skepticism in the Appendix",2015
1.2.2,2.0,"Cottrell, Jonathan","Minds, Composition, and Humes Skepticism in the Appendix",2015
1.2.3,3.0,"Cottrell, Jonathan","Minds, Composition, and Humes Skepticism in the Appendix",2015
1.2.5,1.0,"Cottrell, Jonathan","Minds, Composition, and Humes Skepticism in the Appendix",2015
1.2.6,2.0,"Cottrell, Jonathan","Minds, Composition, and Humes Skepticism in the Appendix",2015
1.3.2,3.002,"Cottrell, Jonathan","Minds, Composition, and Humes Skepticism in the Appendix",2015
1.3.6,4.0,"Cottrell, Jonathan","Minds, Composition, and Humes Skepticism in the Appendix",2015
1.3.14,9.0,"Cottrell, Jonathan","Minds, Composition, and Humes Skepticism in the Appendix",2015
1.4.2,22.001,"Cottrell, Jonathan","Minds, Composition, and Humes Skepticism in the Appendix",2015
1.4.3,2.0,"Cottrell, Jonathan","Minds, Composition, and Humes Skepticism in the Appendix",2015
1.4.5,4.0,"Cottrell, Jonathan","Minds, Composition, and Humes Skepticism in the Appendix",2015
1.4.6,18.019,"Cottrell, Jonathan","Minds, Composition, and Humes Skepticism in the Appendix",2015
2.1.2,2.0,"Cottrell, Jonathan","Minds, Composition, and Humes Skepticism in the Appendix",2015
2.1.4,1.0,"Cottrell, Jonathan","Minds, Composition, and Humes Skepticism in the Appendix",2015
2.1.10,4.0,"Cottrell, Jonathan","Minds, Composition, and Humes Skepticism in the Appendix",2015
2.2.6,1.0,"Cottrell, Jonathan","Minds, Composition, and Humes Skepticism in the Appendix",2015
2.3.1,1.0,"Cottrell, Jonathan","Minds, Composition, and Humes Skepticism in the Appendix",2015
2.3.2,1.0,"Cottrell, Jonathan","Minds, Composition, and Humes Skepticism in the Appendix",2015
2.3.3,2.0,"Cottrell, Jonathan","Minds, Composition, and Humes Skepticism in the Appendix",2015
3.1.1,2.0,"Cottrell, Jonathan","Minds, Composition, and Humes Skepticism in the Appendix",2015
App.,75.986,"Cottrell, Jonathan","Minds, Composition, and Humes Skepticism in the Appendix",2015
Abs,20.0,"Cottrell, Jonathan","Minds, Composition, and Humes Skepticism in the Appendix",2015
1.3.2,13.015,"Rocknak, Stefanie",Imagined Causes Humes Conception of Objects,2012
1.4.2,56.201,"Rocknak, Stefanie",Imagined Causes Humes Conception of Objects,2012
1.4.5,1.0,"Rocknak, Stefanie",Imagined Causes Humes Conception of Objects,2012
1.4.6,127.345,"Rocknak, Stefanie",Imagined Causes Humes Conception of Objects,2012
App.,12.001,"Rocknak, Stefanie",Imagined Causes Humes Conception of Objects,2012
1.1.1,1.0,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
1.3.8,0.999,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
1.3.15,1.001,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
1.4.2,2.975,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
1.4.3,2.001,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
1.4.6,13.023,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
1.4.7,5.0,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
2.1.2,2.002,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
2.1.5,2.0,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
2.1.6,1.0,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
2.1.7,1.0,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
2.1.8,1.0,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
2.1.11,1.0,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
2.2.1,1.0,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
2.2.6,1.0,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
2.3.2,1.0,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
2.3.3,2.0,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
2.3.10,1.0,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
3.1.1,1.0,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
3.1.2,2.0,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
3.2.1,0.361,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
3.2.2,1.0,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
3.2.10,0.399,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
3.2.11,0.095,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
3.2.12,0.171,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
3.3.1,2.992,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
3.3.2,6.0,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
3.3.3,1.0,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
3.3.5,1.0,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
3.3.6,1.0,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
App.,3.0,"Ainslie, Donald C.","Review Hume, a Scottish Socrates?",2003
1.1.1,1.0,"Rocknak, Stefanie",Hume and the External World,2019
1.1.5,1.0,"Rocknak, Stefanie",Hume and the External World,2019
1.1.7,4.0,"Rocknak, Stefanie",Hume and the External World,2019
1.2.5,1.0,"Rocknak, Stefanie",Hume and the External World,2019
1.2.6,1.0,"Rocknak, Stefanie",Hume and the External World,2019
1.3.2,13.0,"Rocknak, Stefanie",Hume and the External World,2019
1.3.6,4.0,"Rocknak, Stefanie",Hume and the External World,2019
1.3.7,1.0,"Rocknak, Stefanie",Hume and the External World,2019
1.3.8,1.0,"Rocknak, Stefanie",Hume and the External World,2019
1.3.12,1.0,"Rocknak, Stefanie",Hume and the External World,2019
1.3.14,2.008,"Rocknak, Stefanie",Hume and the External World,2019
1.3.16,0.999,"Rocknak, Stefanie",Hume and the External World,2019
1.4.2,45.932,"Rocknak, Stefanie",Hume and the External World,2019
1.4.3,6.003,"Rocknak, Stefanie",Hume and the External World,2019
1.4.4,1.005,"Rocknak, Stefanie",Hume and the External World,2019
1.4.5,1.015,"Rocknak, Stefanie",Hume and the External World,2019
1.4.6,16.024,"Rocknak, Stefanie",Hume and the External World,2019
2.1.4,1.0,"Rocknak, Stefanie",Hume and the External World,2019
1.1.2,1.0,"Inukai, Yumiko",Humes Labyrinth The Bundling Problem,2007
1.1.3,1.0,"Inukai, Yumiko",Humes Labyrinth The Bundling Problem,2007
1.1.4,1.0,"Inukai, Yumiko",Humes Labyrinth The Bundling Problem,2007
1.1.5,1.0,"Inukai, Yumiko",Humes Labyrinth The Bundling Problem,2007
1.3.5,1.0,"Inukai, Yumiko",Humes Labyrinth The Bundling Problem,2007
1.3.6,1.0,"Inukai, Yumiko",Humes Labyrinth The Bundling Problem,2007
1.3.14,1.994,"Inukai, Yumiko",Humes Labyrinth The Bundling Problem,2007
1.4.2,4.975,"Inukai, Yumiko",Humes Labyrinth The Bundling Problem,2007
1.4.3,2.001,"Inukai, Yumiko",Humes Labyrinth The Bundling Problem,2007
1.4.5,1.0,"Inukai, Yumiko",Humes Labyrinth The Bundling Problem,2007
1.4.6,29.095,"Inukai, Yumiko",Humes Labyrinth The Bundling Problem,2007
App.,19.0,"Inukai, Yumiko",Humes Labyrinth The Bundling Problem,2007
1.4.6,0.999,"Lesser, Harry",Reids Criticism of Humes Theory of Personal Identity,1978
1.3.14,0.5,"Schwerin, Alan",Russell on Humes Account of the Self,2013
App.,0.5,"Schwerin, Alan",Russell on Humes Account of the Self,2013
1.1.1,2.0,"Kail, Peter J. E.",On Humes Appropriation of Malebranche Causation and Self,2008
1.1.7,1.0,"Kail, Peter J. E.",On Humes Appropriation of Malebranche Causation and Self,2008
1.2.5,3.0,"Kail, Peter J. E.",On Humes Appropriation of Malebranche Causation and Self,2008
1.3.1,2.0,"Kail, Peter J. E.",On Humes Appropriation of Malebranche Causation and Self,2008
1.3.2,1.0,"Kail, Peter J. E.",On Humes Appropriation of Malebranche Causation and Self,2008
1.3.14,7.0,"Kail, Peter J. E.",On Humes Appropriation of Malebranche Causation and Self,2008
1.4.2,1.0,"Kail, Peter J. E.",On Humes Appropriation of Malebranche Causation and Self,2008
1.4.3,6.001,"Kail, Peter J. E.",On Humes Appropriation of Malebranche Causation and Self,2008
1.4.5,2.008,"Kail, Peter J. E.",On Humes Appropriation of Malebranche Causation and Self,2008
1.4.6,5.0,"Kail, Peter J. E.",On Humes Appropriation of Malebranche Causation and Self,2008
1.4.7,2.0,"Kail, Peter J. E.",On Humes Appropriation of Malebranche Causation and Self,2008
Abs,2.0,"Kail, Peter J. E.",On Humes Appropriation of Malebranche Causation and Self,2008
1.1.1,3.0,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
1.1.2,1.0,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
1.1.4,3.0,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
1.1.5,1.0,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
1.1.6,1.999,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
1.2.1,2.0,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
1.2.2,2.988,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
1.2.3,8.027,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
1.2.4,1.0,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
1.2.6,1.0,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
1.3.1,1.168,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
1.3.2,2.006,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
1.3.3,2.988,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
1.3.6,1.001,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
1.3.7,1.0,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
1.3.10,0.252,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
1.3.11,0.273,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
1.3.12,0.546,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
1.3.13,0.483,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
1.3.14,4.876,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
1.3.15,0.273,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
1.3.16,0.189,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
1.4.1,5.0,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
1.4.2,14.957,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
1.4.3,2.001,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
1.4.4,2.984,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
1.4.5,5.016,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
1.4.6,23.016,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
1.4.7,10.008,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
2.1.1,1.0,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
2.1.2,6.0,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
2.1.3,1.0,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
2.1.4,2.0,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
2.1.5,6.0,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
2.1.7,2.0,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
2.1.8,1.0,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
2.1.9,1.0,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
2.1.10,1.0,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
2.1.11,4.0,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
2.1.12,1.0,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
2.2.1,5.08,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
2.2.2,4.97,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
2.2.3,3.0,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
2.2.5,2.0,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
2.2.8,1.0,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
2.2.10,4.2,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
2.2.11,0.72,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
2.2.12,0.96,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
2.3.1,2.376,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
2.3.2,2.0,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
2.3.10,1.584,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
3.2.1,2.166,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
3.2.2,7.048,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
3.2.3,2.016,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
3.2.10,2.394,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
3.2.11,0.57,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
3.2.12,1.026,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
3.3.1,4.96,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
3.3.2,2.016,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
3.3.3,2.997,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
3.3.5,1.0,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
3.3.6,1.0,"Spector, Jessica","Looking Through the Minds I Empiricism, Moral Psychology, and Humes Trouble with the Self",1998
1.1.1,1.0,"Purviance, Susan M.",The Moral Self and the Indirect Passions,1997
1.3.14,0.624,"Purviance, Susan M.",The Moral Self and the Indirect Passions,1997
1.4.5,0.111,"Purviance, Susan M.",The Moral Self and the Indirect Passions,1997
1.4.6,0.888,"Purviance, Susan M.",The Moral Self and the Indirect Passions,1997
2.1.1,1.749,"Purviance, Susan M.",The Moral Self and the Indirect Passions,1997
2.1.2,3.25,"Purviance, Susan M.",The Moral Self and the Indirect Passions,1997
2.1.3,2.0,"Purviance, Susan M.",The Moral Self and the Indirect Passions,1997
2.1.5,2.001,"Purviance, Susan M.",The Moral Self and the Indirect Passions,1997
2.1.9,0.999,"Purviance, Susan M.",The Moral Self and the Indirect Passions,1997
2.3.2,1.0,"Purviance, Susan M.",The Moral Self and the Indirect Passions,1997
App.,4.374,"Purviance, Susan M.",The Moral Self and the Indirect Passions,1997
1.1.1,0.999,"Humber, James M.",Humes Invisible Self,1995
1.1.3,0.083,"Humber, James M.",Humes Invisible Self,1995
1.1.4,0.531,"Humber, James M.",Humes Invisible Self,1995
1.1.5,0.364,"Humber, James M.",Humes Invisible Self,1995
1.1.6,0.028,"Humber, James M.",Humes Invisible Self,1995
1.3.14,2.0,"Humber, James M.",Humes Invisible Self,1995
1.4.2,2.001,"Humber, James M.",Humes Invisible Self,1995
1.4.3,1.0,"Humber, James M.",Humes Invisible Self,1995
1.4.5,1.999,"Humber, James M.",Humes Invisible Self,1995
1.4.6,7.659,"Humber, James M.",Humes Invisible Self,1995
1.4.7,0.333,"Humber, James M.",Humes Invisible Self,1995
App.,11.998,"Humber, James M.",Humes Invisible Self,1995
1.1.2,3.0,"Penelhum, Terence","Themes in Hume The Self, the Will, Religion",2000
1.1.4,1.001,"Penelhum, Terence","Themes in Hume The Self, the Will, Religion",2000
1.2.5,0.99,"Penelhum, Terence","Themes in Hume The Self, the Will, Religion",2000
1.2.6,1.001,"Penelhum, Terence","Themes in Hume The Self, the Will, Religion",2000
1.4.2,6.825,"Penelhum, Terence","Themes in Hume The Self, the Will, Religion",2000
1.4.6,38.304,"Penelhum, Terence","Themes in Hume The Self, the Will, Religion",2000
2.1.1,0.105,"Penelhum, Terence","Themes in Hume The Self, the Will, Religion",2000
2.1.2,5.01,"Penelhum, Terence","Themes in Hume The Self, the Will, Religion",2000
2.1.3,1.001,"Penelhum, Terence","Themes in Hume The Self, the Will, Religion",2000
2.1.5,2.002,"Penelhum, Terence","Themes in Hume The Self, the Will, Religion",2000
2.1.6,2.002,"Penelhum, Terence","Themes in Hume The Self, the Will, Religion",2000
2.1.10,0.273,"Penelhum, Terence","Themes in Hume The Self, the Will, Religion",2000
2.1.11,4.473,"Penelhum, Terence","Themes in Hume The Self, the Will, Religion",2000
2.1.12,0.189,"Penelhum, Terence","Themes in Hume The Self, the Will, Religion",2000
2.2.1,0.54,"Penelhum, Terence","Themes in Hume The Self, the Will, Religion",2000
2.2.6,1.002,"Penelhum, Terence","Themes in Hume The Self, the Will, Religion",2000
2.2.8,1.008,"Penelhum, Terence","Themes in Hume The Self, the Will, Religion",2000
2.2.10,0.6,"Penelhum, Terence","Themes in Hume The Self, the Will, Religion",2000
2.2.11,0.36,"Penelhum, Terence","Themes in Hume The Self, the Will, Religion",2000
2.2.12,0.48,"Penelhum, Terence","Themes in Hume The Self, the Will, Religion",2000
1.2.6,2.998,"Robison, Wade L.",Hume on Personal Identity,1974
1.3.1,0.5,"Robison, Wade L.",Hume on Personal Identity,1974
1.3.14,3.998,"Robison, Wade L.",Hume on Personal Identity,1974
1.4.2,2.997,"Robison, Wade L.",Hume on Personal Identity,1974
1.4.5,3.831,"Robison, Wade L.",Hume on Personal Identity,1974
1.4.6,19.166,"Robison, Wade L.",Hume on Personal Identity,1974
App.,5.498,"Robison, Wade L.",Hume on Personal Identity,1974
1.1.5,1.0,"Thiel, Udo",The Early Modern Subject Self-Consciousness and Personal Identity From Descartes to Hume,2011
1.2.3,1.007,"Thiel, Udo",The Early Modern Subject Self-Consciousness and Personal Identity From Descartes to Hume,2011
