Location,Score,Author,Title,Year
1.3.8,0.415,"Russell, Paul","Faith, Scepticism \& Personal Identity: A Festschrift for Terence Penelhum (Review)",1995
1.3.9,2.001,"Russell, Paul","Faith, Scepticism \& Personal Identity: A Festschrift for Terence Penelhum (Review)",1995
1.3.11,1.333,"Russell, Paul","Faith, Scepticism \& Personal Identity: A Festschrift for Terence Penelhum (Review)",1995
1.3.12,2.665,"Russell, Paul","Faith, Scepticism \& Personal Identity: A Festschrift for Terence Penelhum (Review)",1995
1.4.5,0.333,"Russell, Paul","Faith, Scepticism \& Personal Identity: A Festschrift for Terence Penelhum (Review)",1995
1.4.6,2.665,"Russell, Paul","Faith, Scepticism \& Personal Identity: A Festschrift for Terence Penelhum (Review)",1995
1.4.7,7.994,"Russell, Paul","Faith, Scepticism \& Personal Identity: A Festschrift for Terence Penelhum (Review)",1995
1.4.2,6.004,"Yang, Xiaomei",Hume's View on Personal Identity: Scepticism or Nonscepticism?,1998
1.4.5,0.333,"Yang, Xiaomei",Hume's View on Personal Identity: Scepticism or Nonscepticism?,1998
1.4.6,15.659,"Yang, Xiaomei",Hume's View on Personal Identity: Scepticism or Nonscepticism?,1998
App.,1.999,"Yang, Xiaomei",Hume's View on Personal Identity: Scepticism or Nonscepticism?,1998
1.1.4,1.0,"Scarre, Geoffrey",What Was Hume's Worry About Personal Identity?,1983
1.3.6,0.333,"Scarre, Geoffrey",What Was Hume's Worry About Personal Identity?,1983
1.3.7,0.666,"Scarre, Geoffrey",What Was Hume's Worry About Personal Identity?,1983
1.4.6,4.023,"Scarre, Geoffrey",What Was Hume's Worry About Personal Identity?,1983
App.,4.001,"Scarre, Geoffrey",What Was Hume's Worry About Personal Identity?,1983
1.2.4,1.0,"Schwerin, Alan",Russell on Hume's Account of the Self,2013
1.3.14,0.5,"Schwerin, Alan",Russell on Hume's Account of the Self,2013
App.,0.5,"Schwerin, Alan",Russell on Hume's Account of the Self,2013
1.1.1,9.0,"Strawson, Galen",The Evident Connexion,2011
1.1.2,1.0,"Strawson, Galen",The Evident Connexion,2011
1.1.3,2.5,"Strawson, Galen",The Evident Connexion,2011
1.1.4,24.669,"Strawson, Galen",The Evident Connexion,2011
1.1.5,8.17,"Strawson, Galen",The Evident Connexion,2011
1.1.6,2.417,"Strawson, Galen",The Evident Connexion,2011
1.1.7,17.748,"Strawson, Galen",The Evident Connexion,2011
1.2.1,3.999,"Strawson, Galen",The Evident Connexion,2011
1.2.2,6.0,"Strawson, Galen",The Evident Connexion,2011
1.2.3,8.598,"Strawson, Galen",The Evident Connexion,2011
1.2.4,29.896,"Strawson, Galen",The Evident Connexion,2011
1.2.5,18.497,"Strawson, Galen",The Evident Connexion,2011
1.2.6,5.001,"Strawson, Galen",The Evident Connexion,2011
1.3.1,6.332,"Strawson, Galen",The Evident Connexion,2011
1.3.2,5.464,"Strawson, Galen",The Evident Connexion,2011
1.3.3,3.949,"Strawson, Galen",The Evident Connexion,2011
1.3.4,2.583,"Strawson, Galen",The Evident Connexion,2011
1.3.5,3.998,"Strawson, Galen",The Evident Connexion,2011
1.3.6,13.994,"Strawson, Galen",The Evident Connexion,2011
1.3.7,5.496,"Strawson, Galen",The Evident Connexion,2011
1.3.8,8.413,"Strawson, Galen",The Evident Connexion,2011
1.3.9,13.579,"Strawson, Galen",The Evident Connexion,2011
1.3.10,6.663,"Strawson, Galen",The Evident Connexion,2011
1.3.11,6.331,"Strawson, Galen",The Evident Connexion,2011
1.3.12,13.66,"Strawson, Galen",The Evident Connexion,2011
1.3.13,12.996,"Strawson, Galen",The Evident Connexion,2011
1.3.14,38.033,"Strawson, Galen",The Evident Connexion,2011
1.3.15,6.0,"Strawson, Galen",The Evident Connexion,2011
1.3.16,3.0,"Strawson, Galen",The Evident Connexion,2011
1.4.2,42.327,"Strawson, Galen",The Evident Connexion,2011
1.4.3,4.501,"Strawson, Galen",The Evident Connexion,2011
1.4.4,2.0,"Strawson, Galen",The Evident Connexion,2011
1.4.5,43.027,"Strawson, Galen",The Evident Connexion,2011
1.4.6,26.184,"Strawson, Galen",The Evident Connexion,2011
1.4.7,11.0,"Strawson, Galen",The Evident Connexion,2011
2.1.2,1.0,"Strawson, Galen",The Evident Connexion,2011
2.1.5,1.0,"Strawson, Galen",The Evident Connexion,2011
2.1.8,1.0,"Strawson, Galen",The Evident Connexion,2011
2.1.9,1.0,"Strawson, Galen",The Evident Connexion,2011
2.1.11,5.0,"Strawson, Galen",The Evident Connexion,2011
2.2.1,1.0,"Strawson, Galen",The Evident Connexion,2011
2.2.2,3.0,"Strawson, Galen",The Evident Connexion,2011
2.2.4,2.0,"Strawson, Galen",The Evident Connexion,2011
2.2.6,6.0,"Strawson, Galen",The Evident Connexion,2011
2.2.11,1.0,"Strawson, Galen",The Evident Connexion,2011
2.3.1,1.0,"Strawson, Galen",The Evident Connexion,2011
2.3.7,2.0,"Strawson, Galen",The Evident Connexion,2011
3.1.1,1.0,"Strawson, Galen",The Evident Connexion,2011
App.,47.5,"Strawson, Galen",The Evident Connexion,2011
Abs,10.5,"Strawson, Galen",The Evident Connexion,2011
1.1.1,1.666,"Carlson, \AA{}sa",There Is Just One Idea of Self in Hume\textquoterights Treatise,2009
1.1.2,0.333,"Carlson, \AA{}sa",There Is Just One Idea of Self in Hume\textquoterights Treatise,2009
1.3.9,1.999,"Carlson, \AA{}sa",There Is Just One Idea of Self in Hume\textquoterights Treatise,2009
1.3.11,0.167,"Carlson, \AA{}sa",There Is Just One Idea of Self in Hume\textquoterights Treatise,2009
1.3.12,0.835,"Carlson, \AA{}sa",There Is Just One Idea of Self in Hume\textquoterights Treatise,2009
1.3.13,2.661,"Carlson, \AA{}sa",There Is Just One Idea of Self in Hume\textquoterights Treatise,2009
1.3.14,2.331,"Carlson, \AA{}sa",There Is Just One Idea of Self in Hume\textquoterights Treatise,2009
1.4.2,2.0,"Carlson, \AA{}sa",There Is Just One Idea of Self in Hume\textquoterights Treatise,2009
1.4.5,0.333,"Carlson, \AA{}sa",There Is Just One Idea of Self in Hume\textquoterights Treatise,2009
1.4.6,25.662,"Carlson, \AA{}sa",There Is Just One Idea of Self in Hume\textquoterights Treatise,2009
2.1.1,4.498,"Carlson, \AA{}sa",There Is Just One Idea of Self in Hume\textquoterights Treatise,2009
2.1.2,3.5,"Carlson, \AA{}sa",There Is Just One Idea of Self in Hume\textquoterights Treatise,2009
2.1.4,1.999,"Carlson, \AA{}sa",There Is Just One Idea of Self in Hume\textquoterights Treatise,2009
2.1.5,3.667,"Carlson, \AA{}sa",There Is Just One Idea of Self in Hume\textquoterights Treatise,2009
2.1.6,0.334,"Carlson, \AA{}sa",There Is Just One Idea of Self in Hume\textquoterights Treatise,2009
2.1.7,0.333,"Carlson, \AA{}sa",There Is Just One Idea of Self in Hume\textquoterights Treatise,2009
2.1.8,1.666,"Carlson, \AA{}sa",There Is Just One Idea of Self in Hume\textquoterights Treatise,2009
2.1.10,2.0,"Carlson, \AA{}sa",There Is Just One Idea of Self in Hume\textquoterights Treatise,2009
2.1.11,20.999,"Carlson, \AA{}sa",There Is Just One Idea of Self in Hume\textquoterights Treatise,2009
2.2.1,2.0,"Carlson, \AA{}sa",There Is Just One Idea of Self in Hume\textquoterights Treatise,2009
2.2.2,15.997,"Carlson, \AA{}sa",There Is Just One Idea of Self in Hume\textquoterights Treatise,2009
2.3.6,0.668,"Carlson, \AA{}sa",There Is Just One Idea of Self in Hume\textquoterights Treatise,2009
2.3.7,1.334,"Carlson, \AA{}sa",There Is Just One Idea of Self in Hume\textquoterights Treatise,2009
3.1.2,1.999,"Carlson, \AA{}sa",There Is Just One Idea of Self in Hume\textquoterights Treatise,2009
3.2.10,1.0,"Carlson, \AA{}sa",There Is Just One Idea of Self in Hume\textquoterights Treatise,2009
App.,4.002,"Carlson, \AA{}sa",There Is Just One Idea of Self in Hume\textquoterights Treatise,2009
1.1.7,4.5,"Robison, Wade L.",Hume on Personal Identity,1974
1.2.1,0.5,"Robison, Wade L.",Hume on Personal Identity,1974
1.2.2,1.0,"Robison, Wade L.",Hume on Personal Identity,1974
1.2.4,1.0,"Robison, Wade L.",Hume on Personal Identity,1974
1.2.6,2.998,"Robison, Wade L.",Hume on Personal Identity,1974
1.3.1,0.5,"Robison, Wade L.",Hume on Personal Identity,1974
1.3.2,1.0,"Robison, Wade L.",Hume on Personal Identity,1974
1.3.14,3.998,"Robison, Wade L.",Hume on Personal Identity,1974
1.4.2,2.997,"Robison, Wade L.",Hume on Personal Identity,1974
1.4.5,3.831,"Robison, Wade L.",Hume on Personal Identity,1974
1.4.6,19.166,"Robison, Wade L.",Hume on Personal Identity,1974
App.,7.5,"Robison, Wade L.",Hume on Personal Identity,1974
1.3.8,0.999,"Giles, James","The No-Self Theory: Hume, Buddhism, and Personal Identity",1993
1.3.14,0.124,"Giles, James","The No-Self Theory: Hume, Buddhism, and Personal Identity",1993
1.4.5,0.666,"Giles, James","The No-Self Theory: Hume, Buddhism, and Personal Identity",1993
1.4.6,20.318,"Giles, James","The No-Self Theory: Hume, Buddhism, and Personal Identity",1993
2.1.1,0.25,"Giles, James","The No-Self Theory: Hume, Buddhism, and Personal Identity",1993
2.1.2,0.75,"Giles, James","The No-Self Theory: Hume, Buddhism, and Personal Identity",1993
2.1.11,1.999,"Giles, James","The No-Self Theory: Hume, Buddhism, and Personal Identity",1993
App.,0.875,"Giles, James","The No-Self Theory: Hume, Buddhism, and Personal Identity",1993
1.1.4,2.499,"Nathanson, Stephen",Hume's Second Thoughts on the Self,1976
1.1.5,0.5,"Nathanson, Stephen",Hume's Second Thoughts on the Self,1976
1.3.14,0.5,"Nathanson, Stephen",Hume's Second Thoughts on the Self,1976
1.4.2,6.995,"Nathanson, Stephen",Hume's Second Thoughts on the Self,1976
1.4.3,0.5,"Nathanson, Stephen",Hume's Second Thoughts on the Self,1976
1.4.4,0.5,"Nathanson, Stephen",Hume's Second Thoughts on the Self,1976
App.,5.499,"Nathanson, Stephen",Hume's Second Thoughts on the Self,1976
1.1.1,0.994,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
1.1.4,1.998,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
1.1.7,1.0,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
1.2.5,2.0,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
1.3.6,1.001,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
1.3.10,1.0,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
1.3.11,2.0,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
1.3.12,0.999,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
1.3.13,2.334,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
1.3.14,1.167,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
1.4.2,10.995,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
1.4.3,1.0,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
1.4.5,0.501,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
1.4.6,1.999,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
2.1.2,0.334,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
2.1.6,3.999,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
2.1.9,0.333,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
2.1.10,0.5,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
2.1.11,6.501,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
2.2.1,1.5,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
2.2.2,1.499,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
2.2.3,0.999,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
2.2.4,1.333,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
2.2.9,2.001,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
2.3.1,1.998,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
2.3.9,1.002,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
3.1.1,0.333,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
3.1.2,1.667,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
3.2.1,0.25,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
3.2.2,10.247,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
3.2.5,0.999,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
3.2.6,1.5,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
3.2.7,1.999,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
3.2.8,2.5,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
3.2.9,1.0,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
3.2.10,0.5,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
3.2.11,2.0,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
3.3.1,6.998,"Ainslie, Donald C.",The Problem of the National Self in Hume\textquoterights Theory of Justice,1995
1.1.3,0.75,"Clack, Robert J.",Chisholm and Hume on Observing the Self,1973
1.1.4,2.252,"Clack, Robert J.",Chisholm and Hume on Observing the Self,1973
1.1.6,0.25,"Clack, Robert J.",Chisholm and Hume on Observing the Self,1973
1.1.7,4.748,"Clack, Robert J.",Chisholm and Hume on Observing the Self,1973
1.1.1,1.246,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.1.6,0.678,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.1.7,5.575,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.2.1,0.043,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.2.2,0.1,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.2.3,1.087,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.2.4,0.25,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.2.5,0.863,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.2.6,2.149,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.3.1,1.593,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.3.2,0.999,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.3.3,1.062,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.3.4,0.083,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.3.5,0.514,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.3.6,1.028,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.3.7,0.084,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.3.8,0.886,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.3.9,0.544,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.3.10,0.957,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.3.11,1.331,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.3.12,3.17,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.3.13,1.466,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.3.14,4.644,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.3.15,0.319,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.3.16,0.229,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.4.1,0.562,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.4.2,8.326,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.4.3,1.666,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.4.4,3.984,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.4.5,3.0,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
